productId,platform,brand,productName,displayNameCandidate,changed,changeType,riskLevel,reason
552,oliveyoung,닥터자르트,[워터젤리/수분장벽] 닥터자르트 더마스크 하이드라 솔루션 프로 (1매) 2종 택1,[워터젤리/수분장벽] 닥터자르트 더마스크 하이드라 솔루션 프로 (1매) 2종 택1,False,NO_CHANGE,safe,
1164,oliveyoung,바이오던스,[1+1/유혜주PICK] 바이오던스 포어 퍼펙팅 콜라겐 펩타이드 세럼 30ml 더블 기획,바이오던스 포어 퍼펙팅 콜라겐 펩타이드 세럼 30ml 더블 기획,True,REMOVE_LEADING_PROMO_BRACKET,review,[1+1/유혜주PICK]
873,oliveyoung,비욘드,비욘드 엔젤아쿠아 올케어 수분 선크림 더블기획 (50ml+50ml),비욘드 엔젤아쿠아 올케어 수분 선크림 더블기획 (50ml+50ml),False,NO_CHANGE,safe,
449,oliveyoung,노프랍,[앰플37G/5+1매] 노프랍 하이드로겔 마스크팩 5+1매 기획 3종 (콜라겐/수분/모공),[앰플37G/5+1매] 노프랍 하이드로겔 마스크팩 5+1매 기획 3종 (콜라겐/수분/모공),False,NO_CHANGE,safe,
539,oliveyoung,이니스프리,[1+1/토이 스토리] 이니스프리 비타민C 그린티 엔자임 세럼 30ml 리필 기획 토이 스토리 5 에디션,이니스프리 비타민C 그린티 엔자임 세럼 30ml 리필 기획 토이 스토리 5 에디션,True,REMOVE_LEADING_PROMO_BRACKET,review,[1+1/토이 스토리]
651,oliveyoung,에이지투웨니스,[리필기획] AGE20S 선 에센스 팩트 무기자차 카밍 기획 (본품+리필),AGE20S 선 에센스 팩트 무기자차 카밍 기획 (본품+리필),True,REMOVE_LEADING_PROMO_BRACKET,review,[리필기획]
685,oliveyoung,라운드랩,[수분촉촉] 라운드랩 자작나무 수분 클렌저 150ml 기획 (+20ml),[수분촉촉] 라운드랩 자작나무 수분 클렌저 150ml 기획 (+20ml),False,NO_CHANGE,safe,
949,oliveyoung,차앤박,[NEW업그레이드/3+2기획] 차앤박 안티-포어 블랙헤드 퍼펙트 클리어 키트 프로 3매 기획 (+2매),차앤박 안티-포어 블랙헤드 퍼펙트 클리어 키트 프로 3매 기획 (+2매),True,REMOVE_LEADING_PROMO_BRACKET,review,[NEW업그레이드/3+2기획]
755,oliveyoung,라네즈,[1등 속보습] 라네즈 크림스킨 170ml 단품기획 (+50ml),[1등 속보습] 라네즈 크림스킨 170ml 단품기획 (+50ml),False,NO_CHANGE,safe,
1040,oliveyoung,아리얼,[1등 클렌징 티슈] 아리얼 더 퍼펙트 클렌징 티슈 플러스 더블기획 (100매x2개입),[1등 클렌징 티슈] 아리얼 더 퍼펙트 클렌징 티슈 플러스 더블기획 (100매x2개입),False,NO_CHANGE,safe,
573,oliveyoung,VT,[포켓몬 에디션] VT 피디알엔 글로우 앰플 미스트 100ml 더블 기획 (+포켓몬 티 코스터),VT 피디알엔 글로우 앰플 미스트 100ml 더블 기획 (+포켓몬 티 코스터),True,REMOVE_LEADING_PROMO_BRACKET,safe,[포켓몬 에디션]
950,oliveyoung,이지듀,이지듀 기미 앰플 쿠션 리필 기획 (퍼프 2매 증정),이지듀 기미 앰플 쿠션 리필 기획 (퍼프 2매 증정),False,NO_CHANGE,safe,
215,oliveyoung,셀퓨전씨,[빙하수쿨링패드/더블기획] 셀퓨전씨 포스트 알파 쿨링 패드 70매 더블기획(쿨링/시카쿨링),셀퓨전씨 포스트 알파 쿨링 패드 70매 더블기획(쿨링/시카쿨링),True,REMOVE_LEADING_PROMO_BRACKET,review,[빙하수쿨링패드/더블기획]
330,oliveyoung,에스트라,에스트라 아토베리어365 로션 150ml 기획 (하이드로에센스 25ml+세라-히알 앰플 7ml),에스트라 아토베리어365 로션 150ml 기획 (하이드로에센스 25ml+세라-히알 앰플 7ml),False,NO_CHANGE,safe,
750,oliveyoung,가쉬,가쉬 모공탄력/수분/진정/미백 10초 마이크로 버블팩 4종 골라담기 150회분,가쉬 모공탄력/수분/진정/미백 10초 마이크로 버블팩 4종 골라담기 150회분,False,NO_CHANGE,safe,
329,oliveyoung,포들,[손목세안밴드 증정] 포들 2엑스 프레시밤 밤투폼 130ml 단품/기획,포들 2엑스 프레시밤 밤투폼 130ml 단품/기획,True,REMOVE_LEADING_PROMO_BRACKET,review,[손목세안밴드 증정]
772,oliveyoung,이니스프리,[1+1] 이니스프리 화산송이 바하 모공 클렌징폼 130g 더블 기획,이니스프리 화산송이 바하 모공 클렌징폼 130g 더블 기획,True,REMOVE_LEADING_PROMO_BRACKET,review,[1+1]
965,oliveyoung,아크네스,아크네스 클리어&화이트 포밍워시 1+1 기획,아크네스 클리어&화이트 포밍워시 1+1 기획,False,NO_CHANGE,safe,
1100,oliveyoung,닥터지,[영양/탄력] 닥터지 로얄 블랙스네일 크림마스크 1매,[영양/탄력] 닥터지 로얄 블랙스네일 크림마스크 1매,False,NO_CHANGE,safe,
1192,oliveyoung,가히,[보송밀착/2개구성] 가히 에어리 핏 선스틱 더블 기획(14g+14g),[보송밀착/2개구성] 가히 에어리 핏 선스틱 더블 기획(14g+14g),False,NO_CHANGE,safe,
1105,oliveyoung,웰라쥬,[5+1] 웰라쥬 리얼 히알루로닉 블루 앰플 마스크 5+1매 기획,[5+1] 웰라쥬 리얼 히알루로닉 블루 앰플 마스크 5+1매 기획,False,NO_CHANGE,safe,
504,oliveyoung,CKD,[곽민경PICK/단독기획] CKD 겔마스크 4+1매 (모공탄력/기미잡티) 2종,CKD 겔마스크 4+1매 (모공탄력/기미잡티) 2종,True,REMOVE_LEADING_PROMO_BRACKET,review,[곽민경PICK/단독기획]
717,oliveyoung,아이소이,[키짱PICK] 아이소이 브라이트닝 로즈PDRN 잡티세럼 40ml 대용량 기획 (+20ml+미간패치 1세트),아이소이 브라이트닝 로즈PDRN 잡티세럼 40ml 대용량 기획 (+20ml+미간패치 1세트),True,REMOVE_LEADING_PROMO_BRACKET,review,[키짱PICK]
1251,oliveyoung,라로슈포제,NEW 라로슈포제 안뗄리오스 선 플루이드 50ml 기획 (+Crush 양말),NEW 라로슈포제 안뗄리오스 선 플루이드 50ml 기획 (+Crush 양말),False,NO_CHANGE,safe,
577,oliveyoung,바이오더마,바이오더마 센시비오 H2O eye 125ml,바이오더마 센시비오 H2O eye 125ml,False,NO_CHANGE,safe,
400,oliveyoung,리쥬란,[5월 올영픽/리쥬란 시그니처] 리쥬란 턴오버 앰플 듀얼 이펙트 10ml 더블 단독기획,리쥬란 턴오버 앰플 듀얼 이펙트 10ml 더블 단독기획,True,REMOVE_LEADING_PROMO_BRACKET,safe,[5월 올영픽/리쥬란 시그니처]
485,oliveyoung,아이오페,[기미잡티 토닝]아이오페 멀티 비타민 10% 얼티밋 토닝 겔 마스크 4매 기획 (+1매),[기미잡티 토닝]아이오페 멀티 비타민 10% 얼티밋 토닝 겔 마스크 4매 기획 (+1매),False,NO_CHANGE,safe,
586,oliveyoung,메디큐브,[화잘먹광채/1+1] 메디큐브 PDRN 핑크 톤업 선크림 50ml 더블기획,메디큐브 PDRN 핑크 톤업 선크림 50ml 더블기획,True,REMOVE_LEADING_PROMO_BRACKET,review,[화잘먹광채/1+1]
452,oliveyoung,아임프롬,[올영단독] 아임프롬 피그 스크럽 마스크 70g 더블 기획,아임프롬 피그 스크럽 마스크 70g 더블 기획,True,REMOVE_LEADING_PROMO_BRACKET,safe,[올영단독]
